ngram,count,type
हे महाराष्ट्रातील,4,bigram
प्रमुख भूमिका,4,bigram
पत्र लिहून,4,bigram
मौर्य साम्राज्याची,4,bigram
दमानिया यांनी,4,bigram
नोव्हेंबर १९४८,4,bigram
४ नोव्हेंबर,4,bigram
माधवराव पेशवे,4,bigram
थोरले माधवराव,4,bigram
29 रोजी मूळ,4,trigram
देवनागरी लिपीत,4,bigram
भाषा व,4,bigram
व कवी,4,bigram
१९७० च्या दशकात,4,trigram
हे प्रकरण,4,bigram
करून घेतला,4,bigram
शेती करतात,4,bigram
आहे त्याला,4,bigram
नावे आहेत,4,bigram
सावित्रीबाई फुले,4,bigram
खो खो,4,bigram
व महाराष्ट्रातील,4,bigram
आवश्यक आहे आणि,4,trigram
महाजन म्हणतात की,4,trigram
श्री स्वामी समर्थ,4,trigram
प्रथम श्रेणी क्रिकेटमध्ये,4,trigram
विसोबा खेचर,4,bigram
राजकीय वारस,4,bigram
म्हणून हा,4,bigram
३ एप्रिल,4,bigram
व पश्चिम,4,bigram
द्रुतगती मार्ग,4,bigram
विद्यालय लातूर,4,bigram
पुण्यात आहेत,4,bigram
हे अभंग,4,bigram
असं म्हटलं,4,bigram
तेव्हा त्यांना,4,bigram
मार्च २०१७ रोजी,4,trigram
वैशाख शुद्ध तृतीया,4,trigram
महाराष्ट्र राज्य साहित्य,4,trigram
जोडले गेले आहे,4,trigram
या विषयावर,4,bigram
आणि पहिल्या,4,bigram
आणि तेजस्वी,4,bigram
नेमकं काय,4,bigram
१९५५ मध्ये,4,bigram
केला की,4,bigram
म्हणून त्यांनी,4,bigram
प्रयत्न केला पण,4,trigram
छत्रपती संभाजी महाराजांना,4,trigram
बाद होऊ शकतो,4,trigram
शासकीय वैद्यकीय महाविद्यालय,4,trigram
शक्यता आहे,4,bigram
इत्यादी गोष्टी,4,bigram
विनोबा भावे,4,bigram
व औद्योगिक,4,bigram
टप्पा न पडता,4,trigram
१५ ऑगस्ट १९४७,4,trigram
सर्वोच्च नागरी सन्मान,4,trigram
सामना करावा लागला,4,trigram
की जय,4,bigram
त्यामुळे त्यांना,4,bigram
श्रेणी क्रिकेटमध्ये,4,bigram
शिवाजी महाराजांची,4,bigram
घेतली आणि,4,bigram
सल्ला दिला,4,bigram
मागणी करत,4,bigram
यांचा समावेश आहे,4,trigram
साम्राज्याची स्थापना केली,4,trigram
सांस्कृतिक राजधानी,4,bigram
माहिती आहे,4,bigram
2019 10,4,bigram
तर त्याला,4,bigram
मुख्यमंत्री देवेंद्र फडणवीस,4,trigram
डिसेंबर १९२७ रोजी,4,trigram
छत्रपती राजाराम महाराज,4,trigram
राजेंद्र कदम यांना,4,trigram
समजले जाते,4,bigram
सातारा येथे,4,bigram
मध्ये छत्रपती,4,bigram
आढळून येते,4,bigram
मराठा साम्राज्याचा,4,bigram
इन्टिमसी कोऑर्डिनेटर,4,bigram
उपयुक्त आहे,4,bigram
भारतीय राजकारणी,4,bigram
आहे जसे,4,bigram
वडिलांचे नाव,4,bigram
ती म्हणजे,4,bigram
एक गोष्ट,4,bigram
सुरू झाल्या,4,bigram
शुद्ध द्वितीया,4,bigram
कृष्ण चतुर्दशी,4,bigram
आश्विन कृष्ण,4,bigram
तरी ही,4,bigram
वापर करतात,4,bigram
रामकृपाल यादव,4,bigram
आंतरराष्ट्रीय क्रिकेट,4,bigram
विभागले गेले,4,bigram
प्राचीन काळात,4,bigram
काम असते,4,bigram
का आहे,4,bigram
बाबासाहेब आंबेडकरांच्या,4,bigram
भारताचे शिल्पकार की,4,trigram
नेहरू आधुनिक भारताचे,4,trigram
संत नामदेव हे,4,trigram
जानेवारी २०१७ रोजी,4,trigram
अभ्यास केला होता,4,trigram
गांधी विचार दर्शन,4,trigram
आक्रमण केले व,4,trigram
सर्व समस्यांना जबाबदार,4,trigram
शिल्पकार की आजच्या,4,trigram
नागपूर शहराची,4,bigram
व दक्षिण,4,bigram
अस्पृश्यता निर्मूलन,4,bigram
तयार करण्यात,4,bigram
कौतुक केले,4,bigram
त्यांच्या आई,4,bigram
वैद्यकीय महाविद्यालय,4,bigram
शासकीय वैद्यकीय,4,bigram
महाराष्ट्र राज्यात,4,bigram
रत्नागिरी हे,4,bigram
मार्च १९२७ रोजी,4,trigram
२० मार्च १९२७,4,trigram
राष्ट्रीय संरक्षण,4,bigram
जप्त करण्यात,4,bigram
वापर करता,4,bigram
नाव आहे,4,bigram
न पडता,4,bigram
टप्पा न,4,bigram
भारताच्या सर्वाधिक,4,bigram
कारण ते,4,bigram
दक्षिण आफ्रिकेत,4,bigram
ओळख झाली,4,bigram
एक लोकप्रिय,4,bigram
संयुक्त महाराष्ट्र,4,bigram
घेतला होता,4,bigram
अहिल्याबाई होळकर यांच्या,4,trigram
शिरोली एम,4,bigram
एक विशेष,4,bigram
या लेखात,4,bigram
व्यक्त केली,4,bigram
माध्यमिक शिक्षण मंडळ,4,trigram
शक्यता असेल,4,bigram
ही भारताच्या,4,bigram
काही गोष्टी,4,bigram
आहे परंतु,4,bigram
इंग्लिश मजकूर,4,bigram
टाकावा लागतो,4,bigram
दिली जाते,4,bigram
यांचा वापर करून,4,trigram
कधीच रिस्क घेत,4,trigram
मराठी चित्रपट आहे,4,trigram
एक मराठी चित्रपट,4,trigram
अर्थव्यवस्था असणाऱ्या रवांडा,4,trigram
रँकिंग भारतापेक्षा चांगलं,4,trigram
पासपोर्ट रँकिंग भारतापेक्षा,4,trigram
देशांचं पासपोर्ट रँकिंग,4,trigram
मालिका आहे,4,bigram
केलेली आहे,4,bigram
विकिस्रोत या,4,bigram
असल्याने या,4,bigram
या प्रकरणात,4,bigram
भारताच्या महाराष्ट्र,4,bigram
प्रश्न आणि,4,bigram
परंपरा लाभलेली,4,bigram
धर्म असून,4,bigram
मंदिरे आहेत,4,bigram
गोदावरी नदीच्या,4,bigram
मागणी केली होती,4,trigram
औद्योगिक क्षेत्र,4,bigram
हे फक्त,4,bigram
करण्यास नकार,4,bigram
हे प्रश्न,4,bigram
विजय तेंडुलकरांनी,4,bigram
या गावात,4,bigram
असा एक,4,bigram
पवार यांच्या,4,bigram
व हिंदी,4,bigram
आपल्या भाषणात,4,bigram
झाली नाही,4,bigram
संपूर्ण भारतभर,4,bigram
दोन तीन,4,bigram
टीका केली,4,bigram
अलाहाबाद उच्च,4,bigram
संपूर्ण देशात,4,bigram
आहे तर आहे,3,trigram
या प्रकरणाची,3,bigram
कीर्तन हा,3,bigram
लोकसभा निवडणुकीत,3,bigram
आणि दुसरा,3,bigram
अशी परंपरा,3,bigram
जैन धर्म,3,bigram
प्रांतात आक्रमण केले,3,trigram
सिंध प्रांतात आक्रमण,3,trigram
नितीश कुमार यांचा,3,trigram
द टाइम्स ऑफ,3,trigram
असेल तेव्हा इंग्रजी,3,trigram
तुकाराम महाराज हे,3,trigram
नवीन सदस्यांना मार्गदर्शन,3,trigram
जोडली गेली आहेत,3,trigram
भारतामधील बौद्ध धर्माचा,3,trigram
पाण्यानं अंघोळ करणं,3,trigram
राष्ट्रीय विधी विद्यापीठ,3,trigram
अस्पृश्यांना स्वतंत्र मतदार,3,trigram
केंद्रे आहेत,3,bigram
करण्यात येतो,3,bigram
साजरा करण्यात,3,bigram
ऑफ मॅनेजमेण्ट,3,bigram
इन्स्टिटयूट ऑफ,3,bigram
अनेक पुस्तके,3,bigram
मोठे योगदान,3,bigram
काळातील मराठी,3,bigram
क्षमता आहे,3,bigram
यांनी एक्सवर,3,bigram
विजय कुंभार,3,bigram
कार्यकर्ते विजय,3,bigram
कमीत कमी,3,bigram
भारताच्या मोठ्या,3,bigram
रोजी त्यांना,3,bigram
लांबी व,3,bigram
कोणत्याही दिशेने,3,bigram
अभ्यास करण्यासाठी,3,bigram
या अंतर्गत,3,bigram
देऊ नका,3,bigram
काही जण,3,bigram
१९१८ मध्ये,3,bigram
मुंबई येथे,3,bigram
संकेतस्थळ इंग्लिश,3,bigram
स्थित आहेत,3,bigram
सुनील जोगळेकर,3,bigram
लेखक सुनील,3,bigram
इतिहास लेखक,3,bigram
राज्यकर्त्यांचे वर्चस्व,3,bigram
बाद झाला,3,bigram
धावा आणि,3,bigram
तर काँग्रेसला,3,bigram
पद्धत आहे,3,bigram
या प्रकारात,3,bigram
चित्रपटाचं नाव,3,bigram
या चित्रपटाचं,3,bigram
श्लोक या,3,bigram
जर फलंदाजाने,3,bigram
त्याच बरोबर,3,bigram
तो करार,3,bigram
पूर्वी या,3,bigram
महार जातीच्या,3,bigram
लक्ष्मीकांत प्यारेलाल,3,bigram
संबंधित आहे,3,bigram
सेवांचे उत्पादन,3,bigram
आंबेडकर सामाजिक,3,bigram
जातो तेव्हा,3,bigram
ही या,3,bigram
संविधान सभेत,3,bigram
नाही ती,3,bigram
गेली आहे,3,bigram
पाहिजे असं,3,bigram
उत्तर व,3,bigram
निघून गेला,3,bigram
कोल्हापूर शहर,3,bigram
होते ती,3,bigram
चारवेळा खासदार,3,bigram
महाविद्यालय आहे,3,bigram
आयुर्वेदिक महाविद्यालय,3,bigram
घेतली जातात,3,bigram
आणखी एका,3,bigram
कौस्तुभ कस्तुरे,3,bigram
नाटक लेखक,3,bigram
ते ६०,3,bigram
चेंडूचा टप्पा,3,bigram
यादव यांचे,3,bigram
ग्रामदैवत आहे,3,bigram
ओळखले जातात,3,bigram
सुरू झालं,3,bigram
मोहम्मद अली,3,bigram
आहेत म्हणून,3,bigram
विश्वासराव दाभाडे,3,bigram
अर्थमंत्री विश्वासराव,3,bigram
ते तत्कालीन,3,bigram
महाराष्ट्रातील सर्वात,3,bigram
सरासरी पर्जन्यमान,3,bigram
करून दिले,3,bigram
१० ०००,3,bigram
मात्र त्या,3,bigram
नसतील तर,3,bigram
देत होते,3,bigram
विद्यापीठ हे,3,bigram
पांढरा रस्सा,3,bigram
काही वर्षांत,3,bigram
वाढला आहे,3,bigram
02 रोजी,3,bigram
आणि २०,3,bigram
आश्विन अमावास्या,3,bigram
लक्ष्मीपूजन आश्विन,3,bigram
शकुंतला यांनी,3,bigram
शिक्षण घेतलं,3,bigram
सुरेश भट,3,bigram
पाहायला मिळतं,3,bigram
व रेल्वे,3,bigram
उपयोग करून,3,bigram
उदयास आले,3,bigram
चालू केला,3,bigram
त्या जागी,3,bigram
नाही त्या,3,bigram
झाले असून,3,bigram
शहराच्या मध्यवर्ती,3,bigram
मोठा भूभाग,3,bigram
त्यांचं म्हणणं,3,bigram
आणि सर्वात,3,bigram
शकतो किंवा,3,bigram
एकनाथ शिंदे,3,bigram
आंबेडकर जयंती,3,bigram
भेदभाव न,3,bigram
त्यांनी लोकांना,3,bigram
असे विविध,3,bigram
अंत झाला,3,bigram
व शेवटी,3,bigram
भरभराट झाली,3,bigram
मिळवता आला,3,bigram
विजय मिळवता,3,bigram
चुकीमुळं विभक्त,3,bigram
एका चुकीमुळं,3,bigram
पतीच्या एका,3,bigram
मिळाली पतीच्या,3,bigram
पोटगी मिळाली,3,bigram
सातपट पोटगी,3,bigram
सुटली सातपट,3,bigram
गेली नाही,3,bigram
या सणाला,3,bigram
जर आपण,3,bigram
त्यांना काही,3,bigram
मिळाले व,3,bigram
राज्य नाट्य,3,bigram
अर्थ आहे,3,bigram
जात होती,3,bigram
मराठ्यांची राजधानी,3,bigram
त्यांनी आपले,3,bigram
काँग्रेस पक्षाच्या,3,bigram
नवीन नाव,3,bigram
2015 मध्ये,3,bigram
१९२२ मध्ये,3,bigram
समावेश असतो,3,bigram
करायला सुरुवात,3,bigram
मुक्त केलं,3,bigram
संगणक ह्या,3,bigram
यांनी आंबेडकरांना,3,bigram
समिती स्थापन,3,bigram
एक समिती,3,bigram
अधिक माहिती,3,bigram
पश्चिम महाराष्ट्रातील,3,bigram
काबीज केला,3,bigram
प्रभाव होता,3,bigram
यांची समाधी,3,bigram
सुरू असलेल्या,3,bigram
पासून ते,3,bigram
आर्थिक आणि,3,bigram
भुमी हस्तगत,3,bigram
चेंडूंवर लागोपाठ,3,bigram
सावता माळी,3,bigram
सरासरी तापमान,3,bigram
साथ सुटली,3,bigram
जन्माची साथ,3,bigram
सात जन्माची,3,bigram
त्याच वर्षी,3,bigram
झालं तर,3,bigram
पहिली पत्नी,3,bigram
दिलेली आहे,3,bigram
साली या,3,bigram
प्रभावित झाले,3,bigram
ठाणे जिल्हा,3,bigram
शुद्ध पंचमी,3,bigram
केले ज्यामुळे,3,bigram
ओळखले जाणारे,3,bigram
रामायण महाभारत,3,bigram
महाराज यांचा,3,bigram
महाराज व,3,bigram
शास्त्री यांच्या,3,bigram
तो भाग,3,bigram
म्हणजे ज्या,3,bigram
इतरही अनेक,3,bigram
त्याचा उपयोग,3,bigram
साने गुरुजींच्या,3,bigram
इंग्रजी या,3,bigram
राहू लागले,3,bigram
पानांची यादी,3,bigram
अनुक्रमणिका पानांची,3,bigram
सर्व अनुक्रमणिका,3,bigram
चित्रपट काढला,3,bigram
नावाचा मराठी,3,bigram
हे शास्त्रीय,3,bigram
नारायण जोशी,3,bigram
03 14,3,bigram
गजानन महाराज,3,bigram
बाहेरचे अंग,3,bigram
स्थापन केलं,3,bigram
निकाल लागला,3,bigram
दाखवली होती,3,bigram
भारत मंदिर,3,bigram
अभिनव भारत,3,bigram
पी फॉर,3,bigram
अधिकारी आणि,3,bigram
वर्षी त्यांनी,3,bigram
त्या वर्षी,3,bigram
केंद्रित केले,3,bigram
आणि त्यानंतरच्या,3,bigram
सिद्ध झाले,3,bigram
तयार करता,3,bigram
तक्रार दाखल,3,bigram
असं सांगितलं,3,bigram
करण्यासाठी आहे,3,bigram
Vagus Nerve,3,bigram
की माझा,3,bigram
मग मी,3,bigram
लोकसंख्या असलेले,3,bigram
आणि नवीन,3,bigram
आचार्य अत्रे,3,bigram
बरंच काही,3,bigram
असं म्हणत,3,bigram
भारतातील सर्वात,3,bigram
फलंदाज आणि,3,bigram
तयार झाली,3,bigram
मार्ग परिवहन,3,bigram
राज्य मार्ग,3,bigram
साने गुरुजी,3,bigram
राजाला शह,3,bigram
मारू शकत,3,bigram
हे शक्य,3,bigram
लोकसंख्येच्या प्रमाणात,3,bigram
त्यात त्यांनी,3,bigram
बाळासाहेब ठाकरे,3,bigram
संस्कृती व,3,bigram
महाराजांच्या मृत्यूनंतर,3,bigram
विधानसभा निवडणूक,3,bigram
राजर्षी शाहू,3,bigram
सामान्य आहे,3,bigram
होऊ शकतं,3,bigram
करून ते,3,bigram
ती अशी,3,bigram
नेते बनले,3,bigram
साहित्य हे,3,bigram
पूर्ण सभासद,3,bigram
सेवा पुरवतात,3,bigram
म्हणजे त्यांच्या,3,bigram
माध्यमिक विद्यालय,3,bigram
असलेले महानगर,3,bigram
व धर्मशाळा,3,bigram
घाट व,3,bigram
पूर्वीचे नाव,3,bigram
सांगितली आहे,3,bigram
गणपती हे,3,bigram
माहिती समोर,3,bigram
निलेश घायवळ,3,bigram
हा प्रकल्प,3,bigram
प्रकल्प आहे,3,bigram
करणं योग्य,3,bigram
श्रीकांत मोघे,3,bigram
घातला गेला,3,bigram
ही उपाधी,3,bigram
प्रमुख नद्या,3,bigram
१४ १५,3,bigram
१३ १४,3,bigram
दिसते की,3,bigram
नमूद केले,3,bigram
याची काळजी,3,bigram
फूट उंचीवर,3,bigram
प्रचलित आहे,3,bigram
ही बोलीभाषा,3,bigram
मंदिर व,3,bigram
समर्थ रामदास,3,bigram
या प्रमाणे,3,bigram
साहित्यिक येथे,3,bigram
साहित्यिकांची यादी,3,bigram
सर्व साहित्यिकांची,3,bigram
बनविले आहे,3,bigram
शोध खिडकी,3,bigram
प्रयत्न आहे,3,bigram
माहितीवर प्रक्रिया,3,bigram
वेद प्रताप,3,bigram
कोड बिलाच्या,3,bigram
भारत हे,3,bigram
रुपयांची कमाई,3,bigram
कोटी रुपयांची,3,bigram
हे पहिले,3,bigram
या चार,3,bigram
मी तिला,3,bigram
उपस्थित करतात,3,bigram
प्रश्न निर्माण,3,bigram
माहिती तंत्रज्ञान,3,bigram
1980 च्या,3,bigram
आहेत असं,3,bigram
घेतला जातो,3,bigram
१६७४ मध्ये,3,bigram
पन्हाळा किल्ला,3,bigram
साखर पट्टा,3,bigram
राजकीय नेते,3,bigram
केल्याचा आरोप,3,bigram
कमकुवत केल्याचा,3,bigram
शहरात आहेत,3,bigram
अनेक शाळा,3,bigram
जे जे,3,bigram
लक्षात ठेवा,3,bigram
निवडणूक आयोगाने,3,bigram
२०१७ मध्ये,3,bigram
ही संकल्पना,3,bigram
जुलै 2025,3,bigram
ते १०,3,bigram
या चित्रपटाची,3,bigram
१९२९ मध्ये,3,bigram
प्रताप वैदिक,3,bigram
पेनल्टी कॉर्नर,3,bigram
नाही किंवा,3,bigram
परवानगी नाही,3,bigram
स्वार होऊन,3,bigram
व इंग्रजी,3,bigram
अशी की,3,bigram
पूर्व पश्चिम,3,bigram
अंधेरी पूर्व,3,bigram
निर्माण होत,3,bigram
होऊ शकला,3,bigram
सुन्या मैफलीत,3,bigram
ॲमेझॉनचं जंगल,3,bigram
विष्णू पलुसकर,3,bigram
दत्तात्रेय विष्णू,3,bigram
एक राज्य,3,bigram
नक्की काय,3,bigram
त्यांची राजधानी,3,bigram
हे व्यापारी,3,bigram
सार्वजनिक सुट्टी,3,bigram
एक प्रकारची,3,bigram
असताना त्यांना,3,bigram
साजरे केले,3,bigram
योजना आखली,3,bigram
एक मोठे,3,bigram
करण्याची परवानगी,3,bigram
साहित्य अकादमी,3,bigram
काय होतं,3,bigram
नांदेड हे,3,bigram
व सर्व,3,bigram
संभाजी महाराजांचे,3,bigram
गणपती मंदिर,3,bigram
काँग्रेसचे नेते,3,bigram
महाराज मठ,3,bigram
मुख्य भाषा,3,bigram
अक्षय्य तृतीया,3,bigram
खुशाल ढाक,3,bigram
या सात,3,bigram
भट्ट यांनी,3,bigram
आणण्याचा प्रयत्न,3,bigram
आंबेडकरांनी हिंदू,3,bigram
प्रदर्शित झाला,3,bigram
कारागीर पुरस्कार,3,bigram
वाद्य कारागीर,3,bigram
संस्थेतर्फे वाद्य,3,bigram
गानसंवर्धन संस्थेतर्फे,3,bigram
यांना गानसंवर्धन,3,bigram
एक खास,3,bigram
दोन प्रमुख,3,bigram
पाहायला मिळालं,3,bigram
स्थापन करण्यात,3,bigram
बहाल केली,3,bigram
यात एक,3,bigram
अशी शंका,3,bigram
का अशी,3,bigram
असेल का,3,bigram
नानासाहेब पेशवे,3,bigram
सर्वांत कमी,3,bigram
दिल्या जातात,3,bigram
आर्थिक प्रगती,3,bigram
का शिवाजी,3,bigram
खालिद का,3,bigram
रिटायर्ड आऊट,3,bigram
न होऊ,3,bigram
या जिल्ह्यात,3,bigram
प्रदर्शित झालेला,3,bigram
बीबीसीशी बोलताना,3,bigram
चित्रपट दिग्दर्शक,3,bigram
२४ सप्टेंबर,3,bigram
गुंजन चोक्सी,3,bigram
या किल्ल्यावर,3,bigram
नाशिक येथे,3,bigram
भीमा नदीच्या,3,bigram
वेळ 5,3,bigram
काळात दक्षिण,3,bigram
म्हणून त्यांच्या,3,bigram
की एखाद्या,3,bigram
तीन मुख्य,3,bigram
मिळवून देण्यासाठी,3,bigram
महाराष्ट्र शासनाचे,3,bigram
संघाचा कर्णधार,3,bigram
राजेंद्र प्रसाद,3,bigram
मेजर ध्यानचंद,3,bigram
विचार करत,3,bigram
इंग्रजी मराठी,3,bigram
संभाजी महाराजांचा,3,bigram
समर्थन केले,3,bigram
आणि अस्पृश्य,3,bigram
वापरल्या जाणाऱ्या,3,bigram
करण्याचा प्रस्ताव,3,bigram
आंबेडकरी चळवळ,3,bigram
असून ते,3,bigram
येतात आणि,3,bigram
संगीतबद्ध केलेल्या,3,bigram
पै यांनी,3,bigram
मयुरेश पै,3,bigram
नोव्हेंबर 2012,3,bigram
प्रचलित झाले,3,bigram
स्थान दिले,3,bigram
महाराष्ट्र विहीर,3,bigram
त्याचे साम्राज्य,3,bigram
प्रवेश करण्याचा,3,bigram
मंदिरात प्रवेश,3,bigram
उपयोजित गणित,3,bigram
प्रमुख केंद्र,3,bigram
राजाराम महाराजांनी,3,bigram
जयप्रकाश नारायण,3,bigram
किशोर कुमार,3,bigram
कॅन्सर हॉस्पिटल,3,bigram
गेला नाही,3,bigram
काम पूर्ण,3,bigram
पत्नी होत्या,3,bigram
हे आपल्या,3,bigram
गिरी यांच्या,3,bigram
माया गिरी,3,bigram
जुलै रोजी,3,bigram
वैकुंठाला गेले,3,bigram
जानेवारी १९५०,3,bigram
भारतीय संस्कृतीत,3,bigram
धाकटी बहीण,3,bigram
प्रयत्न करत,3,bigram
यादव यांना,3,bigram
व मध्य,3,bigram
मान्यता दिली,3,bigram
हे विद्यापीठ,3,bigram
आघारकर संशोधन,3,bigram
पुणे शहराच्या,3,bigram
रवी शंकर,3,bigram
24 रोजी,3,bigram
भारताच्या पश्चिम,3,bigram
अशक्य आहे,3,bigram
जर शेवटी,3,bigram
सोमय्या नाला,3,bigram
देवस्थान आहे,3,bigram
प्रसिद्ध होते,3,bigram
वसंतराव नाईक,3,bigram
याचा परिणाम,3,bigram
महाराणी ताराबाई,3,bigram
रचना केली,3,bigram
त्यांच्या राजकीय,3,bigram
तू मी,3,bigram
याचा शोध,3,bigram
मंदिर आणि,3,bigram
तिरप्या दिशेने,3,bigram
यांच्या कार्यालयात,3,bigram
धनाजी जाधव,3,bigram
यशस्वी ठरले,3,bigram
ते यशस्वी,3,bigram
महत्त्व दिले,3,bigram
आणि वेळ,3,bigram
भुईकोट किल्ला,3,bigram
होता असे,3,bigram
दोन घरे,3,bigram
झाल्यावर ते,3,bigram
भारत स्वतंत्र,3,bigram
दिवाळी हा,3,bigram
यश मिळवले,3,bigram
ते एक,3,bigram
आणि भारताच्या,3,bigram
आणि पेशवे,3,bigram
तसेच इतर,3,bigram
सदस्य आणि,3,bigram
ज्या गोष्टी,3,bigram
धर्माचा प्रसार,3,bigram
प्रमाणावर बौद्ध,3,bigram
काळात मोठ्या,3,bigram
माहित होते,3,bigram
स्थापना करण्यात,3,bigram
ज्ञानेश्वर संत,3,bigram
आता हे,3,bigram
कोड बिल,3,bigram
बारा वर्षांनी,3,bigram
संगीतबद्ध केलेली,3,bigram
प्रवास करण्यासाठी,3,bigram
अनेक नाटके,3,bigram
पण मला,3,bigram
हे दोघे,3,bigram
झाला तेव्हा,3,bigram
प्रयत्न झाला,3,bigram
आहे ज्यामुळे,3,bigram
प्रत्येक वेळी,3,bigram
हा किताब,3,bigram
केली जाईल,3,bigram
फडणवीस यांनी,3,bigram
पसरली होती,3,bigram
भारतीय उपखंडात,3,bigram
लहान सहान,3,bigram
महाड येथे,3,bigram
संविधान सभेने,3,bigram
व धार्मिक,3,bigram
मुलगा संभाजी,3,bigram
हा भारतात,3,bigram
क्रिकेट खेळले,3,bigram
मोरया मंगल,3,bigram
होता या,3,bigram
येणार होता,3,bigram
ऑक्टोबर महिन्यात,3,bigram
मार्गदर्शन केले,3,bigram
या प्रसंगी,3,bigram
न बदलता,3,bigram
१४ जून,3,bigram
व उच्च,3,bigram
बाद होतो,3,bigram
येत असे,3,bigram
झाला अशी,3,bigram
यांनी म्हटलंय,3,bigram
शब्द आणि,3,bigram
वद्य त्रयोदशी,3,bigram
मी असं,3,bigram
१९३८ या,3,bigram
दिली व,3,bigram
दिले की,3,bigram
उत्तर दिले,3,bigram
प्रसारक मंडळ,3,bigram
तलाव आहे,3,bigram
ग्रामीण भागात,3,bigram
दोन पडदा,3,bigram
करणारा हा,3,bigram
एम महाजन,3,bigram
डी एम,3,bigram
डॉ डी,3,bigram
अपमानास्पद वागणूक,3,bigram
यांचा पुतळा,3,bigram
मूर्ती मोरया,3,bigram
मंगल मूर्ती,3,bigram
घेता येते,3,bigram
घोषित केला,3,bigram
दोन किंवा,3,bigram
वेगवेगळ्या प्रकारची,3,bigram
गांधी यांच्या,3,bigram
2012 05,3,bigram
कार्यक्रम आयोजित,3,bigram
लेख पहा,3,bigram
उभे राहिले,3,bigram
मिळाली नाही,3,bigram
बंद होते,3,bigram
ते सर्व,3,bigram
मोगलांच्या ताब्यात,3,bigram
या 4,3,bigram
होतो का,3,bigram
त्यांनी केले,3,bigram
होती का,3,bigram
तसेच ते,3,bigram
कर्मयोगी या,3,bigram
औपचारिक शिक्षण,3,bigram
या दिवसाला,3,bigram
परंतु जर,3,bigram
हे त्या,3,bigram
शिंदे हे,3,bigram
सोपे झाले,3,bigram
प्रगती केली,3,bigram
हत्या करण्यात,3,bigram
असे बरेच,3,bigram
शतकाच्या उत्तरार्धातील,3,bigram
जिल्हा म्हणून,3,bigram
रिलीज केला,3,bigram
महाराष्ट्र आणि,3,bigram
शाळाबाह्य मुली,3,bigram
त्याची जागा,3,bigram
दिवाळी अंक,3,bigram
काशीनाथ घाणेकर,3,bigram
राजा परांजपे,3,bigram
फाशीची शिक्षा,3,bigram
न्यायालयाने या,3,bigram
प्राचीन भारतीय,3,bigram
१९२७ च्या,3,bigram
दिग्दर्शन केले,3,bigram
व्हावी म्हणून,3,bigram
गर्दी असते,3,bigram
असून येथे,3,bigram
क्रिकेट खेळतात,3,bigram
अमरिंदर सिंग,3,bigram
कॅप्टन अमरिंदर,3,bigram
ग्रेज इन,3,bigram
काळजीवाहू पंतप्रधान,3,bigram
1971 च्या,3,bigram
उगम पावते,3,bigram
करावी असे,3,bigram
करून ती,3,bigram
संविधान सभेच्या,3,bigram
रोजी संविधान,3,bigram
डॉ मुझम्मिल,3,bigram
सुरुवात करतात,3,bigram
एन पासंट,3,bigram
am Bihar,3,bigram
शिवाजीराजे भोसले,3,bigram
सैन्याचा पराभव,3,bigram
त्यांना आपल्या,3,bigram
हे त्यांना,3,bigram
जेव्हा त्यांनी,3,bigram
आवृत्ती बातम्या,3,bigram
विकिन्युज् इंग्रजी,3,bigram
मरण पावला,3,bigram
षटके टाकू,3,bigram
देशाचे पंतप्रधान,3,bigram
सोलापूर येथे,3,bigram
नोंद आहे,3,bigram
रोजी प्रसिद्ध,3,bigram
जीर्णोद्धार केला,3,bigram
करणे तसेच,3,bigram
सीमा ओलांडून,3,bigram
हा भारताचा,3,bigram
सदस्य होते,3,bigram
प्रदान केली,3,bigram
ॲट लॉ,3,bigram
जन्म दिला,3,bigram
दोन हजार,3,bigram
महेश मांजरेकर,3,bigram
वीणा जामकर,3,bigram
गुन्हेगारी पार्श्वभूमी,3,bigram
जेव्हा जेव्हा,3,bigram
एजन्सीजने म्हटलं,3,bigram
जागा मिळतील,3,bigram
असते त्या,3,bigram
तरुण भारत,3,bigram
प्रत्येक दिवशी,3,bigram
डॉ बाबासाहेब,3,bigram
मग काय,3,bigram
ओळख निर्माण,3,bigram
स्वतःची ओळख,3,bigram
राष्ट्र म्हणून,3,bigram
2018 मध्ये,3,bigram
ब्रिटिश भारतातील,3,bigram
बौद्ध धर्माचे,3,bigram
प्रतिमा कशी,3,bigram
माहिती मिळते,3,bigram
नदीच्या काठावर,3,bigram
मिळाले नाही,3,bigram
काय काळजी,3,bigram
जळगाव जिल्ह्यात,3,bigram
ह्या मार्गावरून,3,bigram
खाल्ले जातात,3,bigram
ऑफ क्रिकेट,3,bigram
झाली आहेत,3,bigram
न्यूजरूमचे प्रकाशन,3,bigram
कलेक्टिव्ह न्यूजरूमचे,3,bigram
सर्वात प्रसिद्ध,3,bigram
ठाणे हे,3,bigram
पार पडला,3,bigram
महुआ मतदारसंघातून,3,bigram
प्रताप यादव,3,bigram
तेज प्रताप,3,bigram
जय भीम,3,bigram
होते हे,3,bigram
उदाहरणे आहेत,3,bigram
वायव्य प्रांत,3,bigram
असा सवाल,3,bigram
कबुली दिली,3,bigram
दूर करण्यासाठी,3,bigram
पहिल्या आणि,3,bigram
की भारत,3,bigram
देऊन सन्मानित,3,bigram
होती तेव्हा,3,bigram
