token,pos
झळकू,NOUN
अभिनयाला,PP
पैलू,NOUN
पाडणाऱ्या,NOUN
गुरूचं,NOUN
आगमन,NOUN
व्हायचं,NOUN
गुरू,NOUN
इब्राहिम,NOUN
अल्काझी,NOUN
ड्रामा,NOUN
अल्काझींकडे,PP
प्रशिक्षण,NOUN
दंडक,NOUN
जयवंतांच्या,PP
व्यक्तिमत्वाला,PP
अल्काझींची,NOUN
तालमीची,NOUN
त्यातली,VERB
विजयाबाईंवर,PP
आजतागायत,NOUN
राहिलाय,NOUN
अल्काझींकडून,NOUN
शिकून,NOUN
नाटकांमध्ये,PP
कामं,NOUN
अशातच,NOUN
नाट्यक्षेत्रासंबंधी,NOUN
शिष्यवृत्तीसाठी,PP
गुरुंशी,NOUN
गाठ,NOUN
ॲकॅडमी,NOUN
ड्रामॅटिक,NOUN
आर्ट्स,NOUN
IADA,NOUN
नाट्यअभ्यासक्रम,NOUN
अदी,NOUN
मर्झबान,NOUN
दुर्गाबाई,NOUN
दोघांकडे,PP
कारकीर्दीत,NOUN
आयुष्यातही,NOUN
बजावणार,NOUN
आयएडीएच्या,PP
अभिनयावर,PP
चेहऱ्याला,PP
रंग,NOUN
लागलेल्या,NOUN
प्रेक्षकांची,NOUN
दाद,NOUN
टाळ्या,NOUN
कुणाही,NOUN
पडद्यासमोर,NOUN
असावं,NOUN
वठवून,NOUN
थांबणारं,NOUN
दिग्दर्शनाकडेही,NOUN
वळावं,NOUN
खोटेंनी,NOUN
खर्चावा,NOUN
घरची,NOUN
दुर्गाबाईंनी,NOUN
धडा,NOUN
विजयाबाईंनी,NOUN
झिम्मा,NOUN
लिहिलाय,NOUN
नाटकाचा,NOUN
लोकांपुढे,NOUN
मांडण्याचं,NOUN
नटाचं,NOUN
आशय,NOUN
भरारी,NOUN
घेतो,NOUN
विंगेत,NOUN
नटाची,NOUN
पाहात,NOUN
नट,PART
दिग्दर्शकाचं,NOUN
ठेवायचं,NOUN
रंगमंचावर,PP
कळसूत्री,NOUN
बाहुल्यांसारखे,NOUN
वावरणार,NOUN
जितका,NOUN
तेवढ्या,NOUN
मुक्त,NOUN
भराऱ्या,NOUN
नटांच्या,PP
तत्त्वाचा,NOUN
अंगीकार,NOUN
मेहतांच्या,PP
शैलीत,NOUN
दूरदर्शनच्या,PP
थिएटर,NOUN
डिरेक्टर्स,NOUN
ॲट,PART
अभिनेत्रीचा,NOUN
दिग्दर्शकाचा,NOUN
लेखकाचाही,NOUN
मेळ,NOUN
गाईड,NOUN
इम्प्रोव्हायझेशन्स,NOUN
ज्यातून,NOUN
चालेल,NOUN
बोलेल,NOUN
कळू,NOUN
जोडीने,PP
दर्जेदार,NOUN
नाटकं,NOUN
यातलं,NOUN
कुमारी,NOUN
मातांचा,NOUN
हाताळणारं,NOUN
नाट्यस्पर्धेसाठी,PP
वर्षांची,NOUN
आपल्यापेक्षा,NOUN
वयाने,PP
संचाला,PP
दिग्दर्शित,NOUN
संचातले,VERB
संबोधायचे,NOUN
ऐवजी,NOUN
आदरार्थी,NOUN
संबोधन,NOUN
बिरुद,NOUN
कायमचं,NOUN
आयएडीएमध्ये,PP
दुर्गा,NOUN
खोटेंकडे,PP
घरून,NOUN
लग्नाचा,NOUN
औपचारिक,NOUN
घालवण्याचा,NOUN
विजयाबाईंना,NOUN
उपाय,NOUN
सुचवला,PP
हरीन,NOUN
विजयाने,PP
अनौपचारिकपणे,NOUN
भेटावं,NOUN
दोघांनी,NOUN
मनमोकळेपणानं,NOUN
बोलावं,NOUN
ठीक,NOUN
मनमोकळ्या,NOUN
गुरुबरोबरच,NOUN
सासूचीही,NOUN
टेल्कोमध्ये,PP
बड्या,NOUN
हुद्द्यावर,PP
जमशेटपूरला,PP
जनांना,NOUN
नाटकही,NOUN
बसवलं,NOUN
हौसेखातर,NOUN
मानवणारं,NOUN
नाट्यवर्तुळ,NOUN
सलत,NOUN
जमशेटपुरात,NOUN
रमत,NOUN
तब्येत,NOUN
खालावते,NOUN
सासू,NOUN
परतीची,NOUN
गरोदर,NOUN
परतताच,NOUN
टागोर,NOUN
नाटकांची,NOUN
रंगायन,NOUN
पर्वाची,NOUN
पायाभरणी,NOUN
नाट्यनिर्मितीचा,NOUN
रेनेसॉ,NOUN
समविचारी,NOUN
मंडळींनी,NOUN
एकत्रितपणे,NOUN
क्लिशे,NOUN
नाट्यवर्तुळातही,NOUN
झडत,NOUN
त्यामागची,NOUN
बाईंचा,NOUN
श्री,NOUN
पु,PART
भागवत,NOUN
अध्यक्षपद,NOUN
मुंबईतल्या,NOUN
भुलाभाई,NOUN
इन्स्टिट्यूटमध्ये,PP
तरुणपणीची,NOUN
गिरवत,NOUN
तिथूनच,NOUN
नाट्यसंस्थेची,NOUN
प्रयोगशीलता,NOUN
नाविन्य,NOUN
बांधिलकी,NOUN
रंगायनसाठी,PP
वलयं,NOUN
वलयाकडे,PP
वलय,NOUN
सभासद,NOUN
प्रेक्षकांचं,NOUN
वार्षिक,NOUN
वर्गणी,NOUN
कार्यक्रम,NOUN
रुपरेषा,NOUN
त्याबरहुकुम,NOUN
पाडण्याची,NOUN
वर्तुळातल्या,NOUN
सभासदाच्या,PP
मताला,PP
सूचनांना,NOUN
नाट्यसृष्टीतल्या,NOUN
काळाला,PP
पुनरुज्जीवनाचा,NOUN
भरभरून,NOUN
रंगायनने,PP
विषयाचंच,NOUN
प्रयोगातही,NOUN
वैविध्य,NOUN
सभासदांमध्ये,PP
टोकाचे,NOUN
फुटली,VERB
1972,NUM
औपचारिकपणे,NOUN
रंगायनबद्दल,NOUN
मेहतांनी,NOUN
स्पंदन,NOUN
गाठते,NOUN
लयाला,PP
साध्य,NOUN
आयुष्यातल्या,NOUN
रंगायनचं,NOUN
थाटून,NOUN
वर्षंही,NOUN
नसतील,NOUN
अशात,NOUN
छत्तीसाव्या,NOUN
अकस्मात,NOUN
पदरात,NOUN
वैधव्य,NOUN
पतीचं,NOUN
सोडणं,NOUN
हाताने,PP
लय,PART
सगळ्यातून,NOUN
काढताना,NOUN
टच,PART
ब्राईटनेस,NOUN
नाट्यमहोत्सवात,NOUN
शिकायला,PP
तालमींच्या,PP
फरोख,NOUN
मेहतांशी,NOUN
वेश्यावस्तीतल्या,NOUN
कथानकावर,PP
बेतलेलं,NOUN
लंडनला,PP
शकलं,NOUN
संस्कृतीचा,NOUN
घोर,NOUN
कलाकारांचे,NOUN
फर्मान,NOUN
काढल्याचं,NOUN
दार,NOUN
कृष्णमेघाची,NOUN
चंदेरी,NOUN
किनार,NOUN
कॅडबरी,NOUN
मुलांचा,NOUN
लळा,NOUN
विजयाबाईंच्या,PP
मुलांशी,NOUN
स्नेह,NOUN
जुळला,PP
मुलांनी,NOUN
वडिलांची,NOUN
खोटेंच्या,PP
कामानिमित्ताने,PP
वर्षांसाठी,PP
सहपरिवार,NOUN
नाटकांशी,NOUN
परिचय,NOUN
प्रयोगाचं,NOUN
मेहतांचं,NOUN
स्वप्न,NOUN
सत्यात,NOUN
उतरत,NOUN
नाट्यानुभव,NOUN
NCPA,NOUN
इंग्लंडमध्ये,PP
नाटकारांशी,NOUN
नाटकांच्या,PP
शैलींशी,NOUN
पाश्चात्य,NOUN
शैलींचा,NOUN
उमगली,VERB
ऑल्फ्रेड,NOUN
जेरी,NOUN
उबू,NOUN
रुआ,NOUN
नाट्यशैलीत,NOUN
बसवण्याची,NOUN
असाईनमेंट,NOUN
तमाशाच्या,PP
ब्रेश्त,NOUN
जर्मन,NOUN
नाटककाराचं,NOUN
देवाजीने,PP
करुणा,NOUN
भाषांतरित,NOUN
बाईंनी,NOUN
एके,NOUN
जमला,PP
फ्रिट्झ,NOUN
बेनेव्हिट्झशी,NOUN
ब्रेश्तची,NOUN
कॉकेशियन,NOUN
चॉक,NOUN
सर्कल,NOUN
चिं,NOUN
त्र्यं,NOUN
खानोलकर,NOUN
अनुवाद,NOUN
अजब,NOUN
न्याय,NOUN
वर्तुळाचा,NOUN
जर्मनी,NOUN
डेमोक्रॅटिक,NOUN
रिपब्लिक,NOUN
देशांमधल्या,NOUN
देवाणघेवाणीच्या,PP
कराराअंतर्गत,NOUN
पहिलाच,NOUN
जर्मनीतल्या,NOUN
सोळा,NOUN
प्रयोगांमध्ये,PP
डोक्यावर,PP
भास्कर,NOUN
चंदावरकर,NOUN
संगीत,NOUN
वायमार,NOUN
प्रयोगानंतरचा,NOUN
कर्टन,NOUN
मिनिटं,NOUN
खुद्द,NOUN
रंगभूमीवरील,NOUN
स्टेजवर,PP
रसिकांना,NOUN
अभिवादन,NOUN
रसिक,NOUN
रंगभूमीकडे,PP
वळल्या,NOUN
हवंय,NOUN
जास्वंदी,NOUN
अखेरचा,NOUN
हमीदाबाईची,NOUN
कोठी,NOUN
आणलेली,VERB
गाजली,VERB
परदेश,NOUN
दौरेही,NOUN
कालिदासाच्या,PP
शाकुंतल,NOUN
कलाकारांसह,NOUN
याखेरीज,NOUN
मुद्राराक्षस,NOUN
हयवदन,NOUN
नागमंडल,NOUN
नाटकंही,NOUN
अवतरली,VERB
जर्मनीच,NOUN
पोलंड,NOUN
इंग्लंडमध्येही,NOUN
नाटकांचे,NOUN
दौरे,NOUN
1986,NUM
नाट्यपरिषदेचं,NOUN
भूषवलं,NOUN
1988,NUM
नाट्य,NOUN
विद्यालयाच्या,PP
नृत्य,NOUN
संचालकपदाची,NOUN
उचलली,VERB
नाट्यरंगभूमी,NOUN
डोळ्यापुढे,NOUN
नाटकांसंबंधी,NOUN
माध्यमांमध्येही,NOUN
मोलाचं,NOUN
शांकुतल,NOUN
हवेली,VERB
बुलंद,NOUN
थी,PART
हमीदाबाई,NOUN
टेलिफिल्म्स,NOUN
स्मृतिचित्रे,NOUN
रावसाहेब,NOUN
पेस्तनजी,NOUN
बॅरिस्टर,NOUN
नाटकावर,PP
बेतलेला,PP
चित्रपटगृहात,NOUN
सर्वोत्कृष्ट,NOUN
गोखलेंनी,NOUN
बाईंची,NOUN
पसंती,NOUN
अभिनयाच्या,PP
दिग्दर्शनाच्या,PP
शैलीबद्दल,NOUN
लोकसत्ताच्या,PP
आयडिया,NOUN
एक्सचेंज,NOUN
नाटकादरम्यानचा,NOUN
नसायचा,NOUN
वाक्याला,PP
वाक्य,NOUN
पाहायचो,NOUN
घडणाऱ्या,NOUN
ऐकतायत,NOUN
देतायत,NOUN
करतायत,NOUN
शिकलो,NOUN
खुर्चीतून,NOUN
दाखवते,NOUN
विद्यार्थ्याला,PP
स्मृतिचित्रेला,PP
उत्कृष्ट,NOUN
सन्मान,NOUN
1975,NUM
अकादमी,NOUN
पद्मश्रीनेही,NOUN
गौरव,NOUN
बायकांचं,NOUN
बापाईजी,NOUN
सासूने,PP
सांभाळ,NOUN
घरच्या,PP
शकलो,NOUN
आईने,PP
नीटनेटकेपणा,NOUN
शिकवला,PP
दुर्गाबाईंचे,NOUN
पतीही,NOUN
वारले,VERB
डगमगता,NOUN
सूनेला,PP
कामासाठी,PP
प्रोत्साहनच,NOUN
दुरावा,NOUN
अबोला,PP
मेहतांची,NOUN
बापाईजीने,PP
धाकटी,NOUN
अनाहिता,NOUN
सगळ्यांचा,NOUN
बाईंसाठी,PP
स्वीकारण्याचा,NOUN
मोकळा,NOUN
यशात,NOUN
तिघींचं,NOUN
अनेकांचं,NOUN
ऋण,PART
चुकता,NOUN
मेहतांना,NOUN
नाटकाचं,NOUN
कलाक्षेत्रातले,VERB
विजयाबाईंकडे,PP
शिकलोय,NOUN
अभिमानाने,PP
पाटेकरांनी,NOUN
नुकतेच,NOUN
राहायला,PP
मुठीत,NOUN
बाईंचं,NOUN
बोट,NOUN
तोल,NOUN
सांभाळला,PP
चालतोय,NOUN
पांगुळगाडा,NOUN
छान,NOUN
चालायला,PP
लागलीयत,NOUN
अलगद,NOUN
मूठ,NOUN
तशीच,NOUN
वळलेली,VERB
वयाची,NOUN
नव्वदी,NOUN
गाठलेल्या,NOUN
विजयाबाईंची,NOUN
राहण्याची,NOUN
प्रवासाचं,NOUN
गमक,NOUN
विद्यार्थिनी,NOUN
नाटकामधल्या,NOUN
मॅजिकची,NOUN
पद्धतीनी,NOUN
आजमावून,NOUN
कसरत,NOUN
सावित्रीबाई,NOUN
फुलेंच्या,PP
फातिमा,NOUN
दीनबंधु,NOUN
चालवणाऱ्या,NOUN
तानुबाई,NOUN
बिर्जे,NOUN
रोखले,VERB
ब्राह्मण,NOUN
युवकाचे,NOUN
लिंचिंग,NOUN
बायकोचा,NOUN
रोबोट,NOUN
रंगमचांवर,PP
बोल्ड,NOUN
विषयावरचं,NOUN
काहींना,NOUN
टॉय,NOUN
सनसनाटी,NOUN
असेही,NOUN
समजेल,NOUN
झोनमध्ये,PP
शिरलेय,NOUN
मातब्बर,NOUN
साहित्यिकांना,NOUN
स्त्रीलेखिकांना,NOUN
हिणविण्यासाठी,PP
तोडांत,NOUN
चघळायचे,NOUN
च्युंगमही,NOUN
यानिमित्ताने,PP
जाईन,NOUN
शहरी,NOUN
लेखिकांवर,PP
सेक्सशिवाय,NOUN
विषयच,NOUN
आत्महत्या,NOUN
प्रेमभंग,NOUN
धर्मिक,NOUN
वर्णव्यवस्था,NOUN
विषयांइतकाच,NOUN
विषयही,NOUN
जैविक,NOUN
बाईच्या,PP
दृष्टीकोनातून,NOUN
पहावी,NOUN
नाटकाच्या,PP
हेटाळणीचा,NOUN
टवाळकीचा,NOUN
सुखावर,PP
अवंलबून,NOUN
शाररीक,NOUN
स्वास्थ्यावर,PP
बोलायचे,NOUN
आजी,NOUN
सांगायची,NOUN
उन्हाळे,NOUN
पावसाळे,NOUN
पाहिलेली,VERB
नातीला,PP
ऐंशी,NOUN
किवां,NOUN
नव्वदीला,PP
पोहचलेल्या,NOUN
आजीबायांना,NOUN
कळकळून,NOUN
विचारायचे,NOUN
आज्जे,NOUN
तुझ्या,NOUN
मोडक्या,NOUN
कण्याने,PP
झाडाला,PP
पालवी,NOUN
आखडलेल्या,NOUN
सांध्याना,NOUN
फांद्यावरची,NOUN
फळं,NOUN
वेचायला,PP
राखणदार,NOUN
मुक्या,NOUN
वेलींना,NOUN
रखरखीत,NOUN
हातांनी,NOUN
आंजारगोंजारल,NOUN
बायकांनी,NOUN
मनासारखं,NOUN
सुख,NOUN
अनुभवले,VERB
बायकोला,PP
तृप्त,NOUN
काळच्या,PP
पुरूषांच्या,PP
शिवला,PP
प्रघातानुसार,NOUN
मिळावे,NOUN
व्हायची,NOUN
जुन्या,NOUN
काळातील,NOUN
घरकामाला,PP
दुर्गादेवी,NOUN
बैलासारखी,NOUN
राबणारे,NOUN
पायाचे,NOUN
जनावर,PP
वशंसातत्य,NOUN
टिकविण्यासाठीची,NOUN
गर्भाशयाची,NOUN
पिशवी,NOUN
देवधर्माचे,NOUN
परंपरेला,PP
नेणारी,NOUN
सवाष्ण,NOUN
काठी,NOUN
टेकत,NOUN
भुरभुरणाऱ्या,NOUN
आजींबाईना,NOUN
रूक्मिणी,NOUN
शादी,NOUN
क्या,NOUN
हुँआ,NOUN
कौन,NOUN
जीता,NOUN
हारा,NOUN
खिडकीमेंसे,NOUN
देखो,NOUN
रोजा,NOUN
सिनेमातील,NOUN
खट्याळ,NOUN
म्हाताऱ्यांना,NOUN
बायांना,NOUN
विचारला,PP
शरीरसुखाचा,NOUN
घेतांना,NOUN
हरला,PP
जयपराजयाचा,NOUN
इंटरेस्ट,NOUN
संसाराच्या,PP
रहाटगाड्यात,NOUN
शृंगाराचा,NOUN
घेण्याइतका,NOUN
एकांत,NOUN
बायकोंच्या,PP
नशिबी,NOUN
विचारायचा,NOUN
संबधातून,NOUN
मिळणारा,NOUN
अनुभवायची,NOUN
समाजव्यवस्थेने,PP
कालच्या,PP
प्रश्नाच्या,PP
उत्तरातच,NOUN
उद्याच्या,PP
प्रश्नाचे,NOUN
दडलेले,VERB
वर्षापूर्वी,NOUN
गं,PART
आताच्या,PP
पोरींच्या,PP
छात्या,NOUN
वेळेला,PP
चालायचे,NOUN
पुरूषाच्या,PP
स्पर्शसुखाला,PP
आम्हीं,NOUN
द्यायचो,NOUN
सुचवायचे,NOUN
असायचे,NOUN
मजाक,NOUN
मस्ती,NOUN
फोरप्ले,VERB
आलिंगन,NOUN
छूट,NOUN
अंधारात,NOUN
घुशी,NOUN
झुरळ,NOUN
कोपऱ्यात,NOUN
सबंध,NOUN
उरकून,NOUN
टाकायचे,NOUN
मालकाला,PP
तेव्हां,NOUN
मालकाचे,NOUN
इच्छेसाठी,PP
वापरू,NOUN
द्यायचे,NOUN
कुंकवाचा,NOUN
धनी,NOUN
कुंकवाच्या,PP
धन्याचे,NOUN
चाकर,NOUN
नायिकेचे,NOUN
मरणशय्येवर,PP
असतांनाही,NOUN
नवऱ्याला,PP
कुंकू,NOUN
लावा,NOUN
ब्लँक,NOUN
अँन्ड,NOUN
व्हाँईटचा,NOUN
जमाना,NOUN
माणसे,NOUN
स्त्रीला,PP
शरीरसुखाची,NOUN
शकण्याचे,NOUN
सामर्थ्य,NOUN
ठेवते,NOUN
कोणत्याच,NOUN
स्त्रियांचा,NOUN
शरीराविरूद्ध,NOUN
बाईने,PP
जातीत,NOUN
धर्मात,NOUN
करावे,NOUN
लग्नात,NOUN
उदारतेने,PP
तडजोडी,NOUN
सुखी,NOUN
रहावे,NOUN
सुखाच्या,PP
व्हॉट्सअप,NOUN
फेसबुकवर,PP
पोस्टी,NOUN
टाकाव्यात,NOUN
महागडे,NOUN
घ्यावे,NOUN
दागिने,PP
सजवावे,NOUN
नटवावे,NOUN
विक्रीमधून,NOUN
मार्केट,NOUN
इकोनॉमीमध्ये,PP
पैसा,NOUN
खेळता,NOUN
रहावा,NOUN
चंद्राच्या,PP
कलांनुसार,NOUN
भरती,NOUN
आहोटी,NOUN
आगीला,PP
ग्रंथात,NOUN
उर्मींच्या,PP
दमनासाठी,PP
व्यवस्थेकडे,PP
खतना,NOUN
बुरखे,NOUN
विधवा,NOUN
उठूनही,NOUN
पाण्याने,PP
नेमक्या,NOUN
करण्यासाठीच,NOUN
नात्यातल्या,NOUN
बाईला,PP
तरूण,NOUN
वयात,NOUN
आईला,PP
चामडी,NOUN
जळते,NOUN
तुला,PP
आताच,NOUN
कळणार,NOUN
जळजळीत,NOUN
खरेच,NOUN
चामडीच,NOUN
दुर्गंधच,NOUN
सुटतो,NOUN
शरीरसुखाला,PP
मुकलेल्या,NOUN
स्त्रीच्या,PP
शरीराचा,NOUN
ऱ्हास,NOUN
बायकांना,NOUN
नीटसं,NOUN
हिमंत,NOUN
किचन,NOUN
मल्याळी,NOUN
बिचकत,NOUN
सांगतेय,NOUN
कराल,NOUN
डायरेक्ट,NOUN
करतांना,NOUN
चवचाल,NOUN
नजरेने,PP
पाहतो,NOUN
मुलींचा,NOUN
सेक्समधील,NOUN
सांगायला,PP
नकोय,NOUN
पेपरमध्ये,PP
वाचलेला,PP
नांदायला,PP
घरीच,NOUN
पालकांनी,NOUN
विचारणा,NOUN
दबावानंतर,NOUN
घरातल्यापाशी,NOUN
मोकळं,NOUN
पोनोग्राफी,NOUN
त्याप्रकारचा,NOUN
इंटरनेटने,PP
खुलं,NOUN
झालय,NOUN
अस्स,NOUN
आदिम,NOUN
कामप्रेरणेचे,NOUN
रोखठोक,NOUN
पुरूषांना,NOUN
उत्तेजीत,NOUN
बनवलेली,VERB
स्त्रिला,PP
फुलवणारा,NOUN
रोमान्स,NOUN
येवूच,NOUN
शृंगार,NOUN
आवडतो,NOUN
सौदर्यांची,NOUN
पार्टनरने,PP
नजरानजर,NOUN
स्पर्शसुख,NOUN
शब्दातील,NOUN
उत्तेजना,NOUN
काळजीने,PP
पाठीवरून,NOUN
फिरवलेला,PP
मारलेली,VERB
मिठी,NOUN
चुंबनाचे,NOUN
अत्तर,NOUN
सोपांनाना,NOUN
आवेग,NOUN
मैत्रीण,NOUN
गृहदक्ष,NOUN
संसारीही,NOUN
लग्नाला,PP
पंचवीस,NOUN
झालीत,NOUN
लग्नांनतर,NOUN
म्हणाला,PP
घरच्यांच्या,PP
आग्रहामुळे,NOUN
तुझ्याबरोबर,NOUN
दुसरीच,NOUN
शरीरसंबध,NOUN
जबरदस्तीने,PP
कधीतरी,NOUN
संबध,NOUN
ठेवायाला,PP
पाडले,VERB
दोघांचे,NOUN
उर्मीवर,PP
नवऱ्याने,PP
लावणाऱ्या,NOUN
कुटुंबाने,PP
समाजानेच,NOUN
केलाय,NOUN
वर्षानुवर्षै,NOUN
मैत्रीणीसारख्या,NOUN
डिप्रॉयवेशनमधून,NOUN
जॉईन्टपेन,NOUN
डिप्रेशन,NOUN
यांसारखे,NOUN
उद्भवतात,VERB
जागेचे,NOUN
दुखणे,NOUN
तेव्हांच,NOUN
सुचले,VERB
सूचला,PP
मालकीचा,NOUN
मिळविण्यासाठी,PP
गरजेचे,NOUN
गिल्ट,NOUN
बाळगता,NOUN
विनाअट,NOUN
स्वीकार,NOUN
घटस्फोटिता,NOUN
लग्नाआधी,NOUN
प्रियकर,NOUN
विवाहबाह्य,NOUN
ट्रान्सवुमन,NOUN
स्वतःवर,PP
कसलेच,NOUN
कंपलशन,NOUN
ठेवायचे,NOUN
कुणाच्याच,NOUN
द्यायचा,NOUN
मिळविण्याच्या,PP
विवाहव्यवस्थेला,PP
हादरे,NOUN
नुकतीच,NOUN
नांदेडमध्ये,PP
एकोणीस,NOUN
वर्षाच्या,PP
विवाहीत,NOUN
मुलीला,PP
बापानेच,NOUN
प्रियकरासकट,NOUN
मारून,NOUN
मारण्याआधी,NOUN
पाहिल्याने,PP
सासरच्यांनी,NOUN
धिंड,NOUN
काढली,VERB
समाजाची,NOUN
माँरेलिटी,NOUN
लिचींग,NOUN
समाजाच्या,PP
मानसिकतेविरूद्ध,NOUN
पंगा,NOUN
स्त्रीपुरूषांना,NOUN
लग्नाच्या,PP
पिंजऱ्यात,NOUN
कोबांयचे,NOUN
जितके,NOUN
आनंदी,NOUN
राहता,NOUN
येईन,NOUN
तितके,NOUN
पोरबाळ,NOUN
पैदा,NOUN
धनसंपत्ती,NOUN
त्यातच,NOUN
यात्रा,NOUN
पिकनीक,NOUN
फाँरेन,NOUN
टूर,NOUN
सणसमारंभाचे,NOUN
सेलिब्रेशन,NOUN
सेक्सबद्दल,NOUN
अळीमिळी,NOUN
गुपचूप,NOUN
जमेल,NOUN
ढकलायचं,NOUN
समाजात,NOUN
स्त्रिच्या,PP
पुरूषाच्याही,NOUN
सेक्शुलिटीला,PP
शरीरभान,NOUN
सहचरणी,NOUN
नसेन,NOUN
पुरूष,NOUN
हिंसक,NOUN
होवू,NOUN
शारीरप्रेम,NOUN
समजतो,NOUN
महत्वाचे,NOUN
नाटकातील,NOUN
कामसुखाला,PP
नाकारणारा,NOUN
युद्धांमध्ये,PP
रममाण,NOUN
सँडेस्टिक,NOUN
युद्धग्रस्त,NOUN
मानसिकतेमुळे,NOUN
निकोप,NOUN
कामजीवन,NOUN
अनुभवूच,NOUN
बायकोसारखाच,NOUN
आजारी,NOUN
फाँर,NOUN
समाजाचे,NOUN
पीस,NOUN
साठलेले,VERB
कळायला,PP
डोक्यात,NOUN
गोंधळ,NOUN
झालाय,NOUN
वाटतेय,NOUN
ओके,NOUN
फ्लिबँग,NOUN
अमेझॉनवरची,NOUN
सिरीज,NOUN
सिरीजची,NOUN
चुका,NOUN
सावत्र,NOUN
दगावलेली,VERB
बेस्ट,NOUN
फ्रेंड,NOUN
अडकलेली,VERB
बहिण,NOUN
रिकामे,NOUN
भकासपणा,NOUN
सेक्सचा,NOUN
आय़ुष्यात,NOUN
चर्चमधील,NOUN
फादरच्या,PP
प्रेमात,NOUN
पडलेली,VERB
गोळाबेरीज,NOUN
गोष्टीत,NOUN
प्रोटोगोनिस्ट,NOUN
लिहीली,VERB
गेलीय,NOUN
प्रोटॉगोनिस्ट,NOUN
स्वांतत्र्य,NOUN
शिल्पा,NOUN
कांबळे,NOUN
मराठीतील,NOUN
लेखिका,NOUN
लेखनही,NOUN
लेखातील,NOUN
पुरुषांना,NOUN
पाळी,NOUN
समजले,VERB
म्हणण्याची,NOUN
कोर्टावर,PP
खासदारांचं,NOUN
0,NUM
टक्केच,NOUN
स्त्रीची,NOUN
सेक्सची,NOUN
सांगतात26,NOUN
हरमनप्रीत,NOUN
कौरनं,NOUN
टीममेटसह,NOUN
उंचावला,PP
विश्वविजयाचा,NOUN
उरला,PP
क्षणात,NOUN
अनेकांची,NOUN
स्वप्नपूर्ती,NOUN
अनेकींच्या,PP
पंखांना,NOUN
एरवी,NOUN
झोपी,NOUN
गेलेलं,NOUN
पहाट,NOUN
उजाडेपर्यंत,NOUN
रात्रीच्या,PP
राहिल्या,NOUN
चाचपडत,NOUN
आशेचे,NOUN
बनून,NOUN
क्रिकेटमधलं,NOUN
कळत,NOUN
विश्वविजेता,NOUN
ठरल्या,NOUN
पर्यंतचा,NOUN
दशकांचा,NOUN
शतकांचा,NOUN
काटेरी,NOUN
वाटेवरून,NOUN
इथवर,PP
एकमेकींना,NOUN
एकमेकींचं,NOUN
कोडकौतुक,NOUN
एकमेकींसोबत,NOUN
अश्रू,NOUN
ढाळले,VERB
पिढीनं,NOUN
पिढीला,PP
धरलं,NOUN
धरून,NOUN
रस्ता,NOUN
हरमनप्रीतच्या,PP
टीमनं,NOUN
रीना,NOUN
मल्होत्रा,NOUN
अंजुम,NOUN
मिताली,VERB
झुलन,NOUN
गोस्वामी,NOUN
पूर्वसूरींसोबतही,NOUN
तेवढाच,NOUN
जल्लोष,NOUN
डायना,NOUN
एडलजी,NOUN
रंगास्वामी,NOUN
शुभांगी,NOUN
कुणाकुणाची,NOUN
महिलांनी,NOUN
पाया,NOUN
त्यावरच,NOUN
स्मृती,NOUN
शेफाली,VERB
इमारत,NOUN
उभारली,VERB
उभारताना,NOUN
वीट,NOUN
राधा,NOUN
यादवचंच,NOUN
ओमप्रकाश,NOUN
प्रदेशातून,NOUN
लाखोंपैकी,NOUN
उपनगरात,NOUN
कांदिवलीमध्ये,PP
राधाची,NOUN
अमरावती,NOUN
भाज्यांचाछोटासा,NOUN
स्टॉल,NOUN
चालवायचे,NOUN
रोज,NOUN
वेळचं,NOUN
जेवण,NOUN
मिळणंही,NOUN
मुश्किल,NOUN
सातव्या,NOUN
वाचेल,NOUN
याचीही,NOUN
शाळेनं,NOUN
प्रवेशही,NOUN
राधानं,NOUN
खेळण्याचं,NOUN
अख्खं,NOUN
मुलीमागे,NOUN
बहीणही,NOUN
खेळत,NOUN
राधासाठी,PP
तिनंही,NOUN
त्याग,NOUN
गोलंदाजी,NOUN
जेवढ्या,NOUN
उत्कटतेनं,NOUN
पुरुषांचं,NOUN
खेळाडूंकडे,PP
विश्वचषकानंतर,NOUN
बदलताना,NOUN
राधाच,NOUN
प्रत्येकीच्याच,NOUN
फायनलची,NOUN
वर्माला,PP
यावं,NOUN
कापून,NOUN
भासवत,NOUN
मुलांसोबत,NOUN
खेळावं,NOUN
कर्णधार,NOUN
टीममधल्या,NOUN
युवा,NOUN
खेळाडूंची,NOUN
हॅरी,NOUN
दी,PART
मोंगा,NOUN
दुपट्टा,NOUN
गणवेश,NOUN
घालूनच,NOUN
शाळेच्या,PP
खेळायची,NOUN
हरमननं,NOUN
पुढाकारानं,NOUN
हरमनला,PP
रेल्वेतली,VERB
खेळाडूंनी,NOUN
खेळाडूंना,NOUN
आणण्यासाठी,PP
प्रयत्नांपैकी,NOUN
चांगलाच,NOUN
शेफालीसारख्या,NOUN
अनेकींना,NOUN
एकटीनं,NOUN
शोधावी,NOUN
शहरांत,NOUN
खेळतायत,NOUN
किशोरवयीन,NOUN
कुठला,PP
पचत,NOUN
मुंबईतही,NOUN
उतरून,NOUN
सहजच,NOUN
सतरा,NOUN
